customer_id,age,service_segment,signup_channel,primary_device,tenure_months,contract_type,plan_tier,num_services,has_family_plan
CX00858,34,Cloud Storage,Organic Search,Desktop,45,Annual,Plus,4,False
CX00859,30,Fintech,Organic Search,Desktop,14,Month-to-month,Basic,2,False
CX00860,34,Productivity,Influencer,Mobile,31,Month-to-month,Basic,1,False
CX00861,20,Fintech,App Store,Mobile,23,Annual,Standard,2,False
CX00862,29,Streaming,Organic Search,Mobile,15,Annual,Premium,6,False
CX00863,49,Fintech,Influencer,Mobile,12,Month-to-month,Basic,5,False
CX00864,27,Streaming,Paid Social,Mobile,12,Annual,Premium,8,False
CX00865,21,Streaming,Organic Search,Smart TV,76,Annual,Basic,1,False
CX00866,36,Streaming,Paid Social,Mobile,10,Month-to-month,Premium,3,False
CX00867,30,Cloud Storage,Organic Search,Desktop,24,Annual,Standard,2,False
CX00868,39,Productivity,Influencer,Mobile,4,Month-to-month,Standard,2,False
CX00869,35,Productivity,Influencer,Mobile,11,Month-to-month,Standard,3,False
CX00870,18,Productivity,Referral,Mobile,7,Annual,Standard,3,False
CX00871,31,Fintech,Paid Social,Desktop,22,Annual,Plus,5,False
CX00872,30,Gaming,Paid Social,Desktop,60,Annual,Premium,3,False
CX00873,47,Fintech,App Store,Desktop,34,Annual,Plus,3,False
CX00874,35,News & Media,Organic Search,Mobile,45,Month-to-month,Premium,5,False
CX00875,28,Gaming,Paid Social,Desktop,45,Annual,Basic,1,False
CX00876,18,Fintech,Paid Social,Mobile,1,Month-to-month,Standard,4,False
CX00877,58,Gaming,Paid Social,Mobile,9,Month-to-month,Premium,8,False
CX00878,46,Fintech,Referral,Desktop,21,Annual,Standard,5,False
CX00879,36,Streaming,Organic Search,Mobile,18,Month-to-month,Standard,4,False
CX00880,28,News & Media,Email Campaign,Mobile,2,Month-to-month,Standard,3,False
CX00881,29,Cloud Storage,Organic Search,Tablet,6,Month-to-month,Basic,3,False
CX00882,22,Productivity,Email Campaign,Desktop,17,Annual,Standard,2,False
CX00883,46,Productivity,Influencer,Mobile,34,Two year,Standard,2,False
CX00884,43,Gaming,Paid Social,Desktop,38,Annual,Standard,6,True
CX00885,45,Streaming,Organic Search,Desktop,8,Month-to-month,Premium,3,False
CX00886,33,Fitness,Email Campaign,Mobile,5,Month-to-month,Plus,4,False
CX00887,18,Fintech,Organic Search,Desktop,59,Month-to-month,Plus,7,True
CX00888,29,News & Media,App Store,Mobile,3,Month-to-month,Plus,5,False
CX00889,39,Cloud Storage,Paid Social,Mobile,30,Annual,Standard,3,False
CX00890,32,Cloud Storage,App Store,Desktop,12,Month-to-month,Standard,3,True
CX00891,25,Streaming,Paid Social,Tablet,32,Month-to-month,Plus,3,False
CX00892,20,Gaming,Influencer,Mobile,25,Annual,Basic,3,True
CX00893,44,Gaming,Organic Search,Mobile,14,Month-to-month,Standard,2,False
CX00894,37,Gaming,Influencer,Desktop,11,Annual,Standard,3,False
CX00895,52,Fintech,Paid Social,Mobile,20,Annual,Premium,5,True
CX00896,56,Fintech,Paid Social,Mobile,22,Annual,Standard,5,False
CX00897,54,Fitness,Referral,Mobile,57,Two year,Basic,1,True
CX00898,26,Fitness,Paid Social,Desktop,24,Annual,Standard,3,False
CX00899,20,Streaming,App Store,Tablet,12,Annual,Standard,2,False
CX00900,30,Streaming,App Store,Mobile,26,Annual,Plus,6,False
CX00901,55,Fintech,Email Campaign,Tablet,22,Annual,Basic,1,False
CX00902,49,Productivity,Paid Social,Mobile,64,Two year,Plus,4,False
CX00903,43,Fintech,Email Campaign,Mobile,7,Month-to-month,Basic,1,False
CX00904,31,Streaming,Paid Social,Mobile,22,Month-to-month,Standard,1,False
CX00905,46,Fintech,App Store,Mobile,18,Month-to-month,Plus,5,False
CX00906,37,Streaming,Email Campaign,Desktop,14,Two year,Basic,1,False
CX00907,55,Fintech,App Store,Mobile,21,Month-to-month,Standard,4,False
CX00908,25,Streaming,Referral,Smart TV,56,Two year,Standard,4,True
CX00909,30,Cloud Storage,Influencer,Desktop,12,Month-to-month,Plus,2,False
CX00910,63,Gaming,Organic Search,Mobile,54,Two year,Standard,1,False
CX00911,36,Fitness,Influencer,Mobile,16,Month-to-month,Standard,1,False
CX00912,44,Productivity,Organic Search,Smart TV,3,Month-to-month,Standard,3,False
CX00913,29,News & Media,Paid Social,Desktop,38,Annual,Standard,1,True
CX00914,41,Productivity,Organic Search,Desktop,11,Month-to-month,Basic,2,False
CX00915,35,Productivity,App Store,Desktop,12,Month-to-month,Premium,5,False
CX00916,24,Streaming,Paid Social,Mobile,14,Month-to-month,Basic,2,False
CX00917,59,Gaming,Paid Social,Mobile,3,Month-to-month,Basic,2,True
CX00918,18,Gaming,App Store,Mobile,38,Annual,Standard,5,False
CX00919,41,Productivity,Referral,Smart TV,26,Annual,Basic,4,True
CX00920,24,Fintech,Referral,Desktop,39,Annual,Standard,2,False
CX00921,33,Productivity,Paid Social,Desktop,25,Month-to-month,Basic,1,False
CX00922,40,Cloud Storage,Paid Social,Desktop,16,Month-to-month,Basic,2,True
CX00923,29,Fitness,Organic Search,Mobile,29,Two year,Standard,3,True
CX00924,33,Gaming,Referral,Mobile,67,Two year,Standard,3,False
CX00925,32,Fitness,Referral,Mobile,27,Annual,Standard,3,False
CX00926,46,Productivity,Paid Social,Desktop,24,Annual,Premium,6,False
CX00927,56,Fitness,Email Campaign,Mobile,6,Month-to-month,Premium,4,False
CX00928,35,Cloud Storage,Organic Search,Desktop,2,Month-to-month,Standard,3,False
CX00929,34,Streaming,Email Campaign,Mobile,19,Annual,Standard,4,False
CX00930,36,Fintech,Email Campaign,Mobile,19,Month-to-month,Standard,2,False
CX00931,41,Productivity,Organic Search,Mobile,20,Month-to-month,Standard,2,True
CX00932,31,Fintech,Paid Social,Mobile,17,Annual,Basic,2,False
CX00933,41,Fitness,Organic Search,Mobile,7,Month-to-month,Basic,2,False
CX00934,18,Fintech,Referral,Mobile,31,Two year,Standard,3,False
CX00935,34,Fintech,Paid Social,Mobile,10,Month-to-month,Plus,3,False
CX00936,24,News & Media,Paid Social,Smart TV,20,Annual,Basic,1,False
CX00937,47,Cloud Storage,App Store,Mobile,4,Month-to-month,Basic,1,True
CX00938,40,Fintech,App Store,Mobile,19,Annual,Basic,1,False
CX00939,30,Fitness,Referral,Mobile,10,Month-to-month,Basic,1,False
CX00940,47,Productivity,App Store,Desktop,42,Month-to-month,Basic,4,False
CX00941,18,Productivity,App Store,Mobile,35,Annual,Standard,5,True
CX00942,37,Productivity,Referral,Mobile,84,Two year,Premium,6,False
CX00943,26,Gaming,Paid Social,Mobile,23,Annual,Premium,7,False
CX00944,56,Cloud Storage,Paid Social,Mobile,7,Month-to-month,Basic,1,False
CX00945,46,News & Media,Email Campaign,Desktop,29,Month-to-month,Standard,3,False
CX00946,28,News & Media,Referral,Smart TV,14,Month-to-month,Basic,1,True
CX00947,43,Gaming,Referral,Mobile,25,Month-to-month,Standard,4,False
CX00948,24,Cloud Storage,Paid Social,Mobile,38,Month-to-month,Premium,3,False
CX00949,26,Cloud Storage,Organic Search,Mobile,46,Two year,Standard,2,False
CX00950,56,Cloud Storage,Organic Search,Tablet,4,Month-to-month,Standard,2,False
CX00951,30,Streaming,App Store,Desktop,7,Month-to-month,Standard,4,False
CX00952,30,Fitness,Referral,Desktop,8,Month-to-month,Plus,3,False
CX00953,36,Fintech,Influencer,Desktop,8,Month-to-month,Basic,4,False
CX00954,18,Streaming,Referral,Tablet,4,Month-to-month,Standard,2,True
CX00955,34,Fintech,Email Campaign,Smart TV,17,Month-to-month,Basic,2,False
CX00956,37,Cloud Storage,Email Campaign,Mobile,4,Month-to-month,Standard,3,False
CX00957,47,Fitness,Referral,Desktop,45,Annual,Standard,2,False
CX00958,18,Cloud Storage,App Store,Mobile,26,Two year,Plus,4,False
CX00959,49,Fitness,App Store,Smart TV,5,Month-to-month,Basic,3,False
CX00960,40,Cloud Storage,App Store,Mobile,16,Month-to-month,Standard,3,True
CX00961,46,Productivity,Paid Social,Mobile,50,Annual,Basic,1,False
CX00962,63,Fintech,App Store,Smart TV,5,Month-to-month,Basic,1,False
CX00963,29,Streaming,Paid Social,Desktop,1,Month-to-month,Basic,3,True
CX00964,56,News & Media,App Store,Mobile,6,Month-to-month,Basic,3,False
CX00965,40,Productivity,Organic Search,Mobile,84,Two year,Standard,4,False
CX00966,48,Productivity,App Store,Mobile,25,Annual,Standard,3,False
CX00967,34,Streaming,Organic Search,Desktop,10,Month-to-month,Plus,6,True
CX00968,20,Fintech,Organic Search,Desktop,6,Month-to-month,Basic,3,False
CX00969,52,Productivity,App Store,Desktop,43,Two year,Plus,4,True
CX00970,40,Gaming,Organic Search,Mobile,10,Month-to-month,Basic,3,False
CX00971,54,News & Media,Organic Search,Mobile,10,Month-to-month,Basic,2,False
CX00972,43,News & Media,Email Campaign,Desktop,32,Annual,Plus,1,True
CX00973,53,Fitness,Paid Social,Desktop,51,Annual,Plus,3,False
CX00974,62,Fintech,Email Campaign,Desktop,14,Month-to-month,Premium,7,False
CX00975,38,Streaming,Paid Social,Desktop,12,Annual,Standard,4,False
CX00976,57,Fitness,Organic Search,Desktop,9,Month-to-month,Plus,2,False
CX00977,35,Streaming,Referral,Mobile,40,Two year,Standard,4,False
CX00978,54,Productivity,Referral,Mobile,10,Month-to-month,Standard,4,False
CX00979,27,Fitness,Paid Social,Mobile,14,Month-to-month,Premium,8,False
CX00980,34,Fitness,Paid Social,Mobile,2,Annual,Plus,2,False
CX00981,31,Streaming,Paid Social,Mobile,52,Two year,Plus,4,False
CX00982,54,Streaming,Organic Search,Mobile,15,Annual,Standard,4,True
CX00983,30,Fitness,Email Campaign,Mobile,50,Annual,Plus,2,True
CX00984,34,News & Media,Influencer,Desktop,3,Month-to-month,Basic,1,False
CX00985,44,Streaming,Email Campaign,Mobile,10,Month-to-month,Standard,7,True
CX00986,30,Streaming,Organic Search,Desktop,41,Annual,Basic,1,False
CX00987,31,Streaming,Paid Social,Desktop,15,Month-to-month,Plus,1,False
CX00988,43,Streaming,Organic Search,Mobile,32,Two year,Plus,3,False
CX00989,41,Fitness,Paid Social,Mobile,8,Two year,Basic,1,False
CX00990,32,News & Media,App Store,Mobile,12,Annual,Plus,4,False
CX00991,42,Productivity,App Store,Mobile,18,Month-to-month,Plus,7,False
CX00992,34,Productivity,App Store,Tablet,16,Two year,Basic,3,False
CX00993,29,Fitness,Organic Search,Smart TV,16,Annual,Basic,2,True
CX00994,46,Fitness,Influencer,Tablet,44,Annual,Standard,4,False
CX00995,28,Fitness,Paid Social,Mobile,21,Month-to-month,Basic,3,False
CX00996,18,Fitness,App Store,Mobile,18,Annual,Standard,2,False
CX00997,31,Fintech,Referral,Mobile,13,Annual,Standard,1,False
CX00998,37,Fintech,Organic Search,Tablet,29,Month-to-month,Standard,1,False
CX00999,40,Productivity,Paid Social,Mobile,23,Month-to-month,Plus,2,False
CX01000,20,Cloud Storage,App Store,Desktop,17,Month-to-month,Standard,3,False
CX01001,18,Fitness,App Store,Mobile,33,Annual,Basic,2,True
CX01002,18,Streaming,Organic Search,Tablet,4,Month-to-month,Plus,3,False
CX01003,36,News & Media,Paid Social,Mobile,29,Annual,Standard,5,False
CX01004,46,Streaming,Paid Social,Smart TV,15,Annual,Plus,2,False
CX01005,18,Fintech,Referral,Mobile,16,Annual,Basic,3,False
CX01006,48,Streaming,Organic Search,Tablet,24,Month-to-month,Standard,2,True
CX01007,33,Fintech,App Store,Tablet,70,Two year,Plus,7,False
CX01008,34,News & Media,Email Campaign,Mobile,30,Month-to-month,Standard,3,True
CX01009,18,Streaming,Referral,Smart TV,19,Annual,Standard,3,False
CX01010,46,Streaming,App Store,Mobile,9,Month-to-month,Standard,4,True
CX01011,23,Streaming,Paid Social,Mobile,36,Annual,Basic,2,True
CX01012,38,Productivity,Influencer,Mobile,47,Month-to-month,Standard,2,False
CX01013,47,Fintech,Email Campaign,Desktop,8,Month-to-month,Plus,2,False
CX01014,39,Fitness,Referral,Tablet,23,Two year,Plus,4,False
CX01015,43,Productivity,Referral,Desktop,5,Month-to-month,Basic,1,False
CX01016,56,Gaming,App Store,Desktop,8,Month-to-month,Basic,2,True
CX01017,18,Streaming,Organic Search,Desktop,39,Annual,Basic,2,True
CX01018,28,Streaming,Organic Search,Mobile,13,Month-to-month,Premium,5,False
CX01019,48,Fitness,Influencer,Mobile,27,Annual,Basic,1,False
CX01020,18,Fitness,Email Campaign,Desktop,23,Two year,Basic,4,True
CX01021,35,Fintech,Referral,Mobile,6,Month-to-month,Standard,2,False
CX01022,23,Cloud Storage,Referral,Mobile,37,Annual,Premium,2,False
CX01023,32,Fintech,Paid Social,Mobile,25,Month-to-month,Premium,4,False
CX01024,44,News & Media,App Store,Mobile,7,Month-to-month,Standard,3,False
CX01025,34,Streaming,Influencer,Desktop,4,Month-to-month,Standard,3,False
CX01026,45,Fintech,Organic Search,Mobile,9,Month-to-month,Plus,5,False
CX01027,42,Gaming,Paid Social,Mobile,23,Annual,Basic,2,True
CX01028,45,Streaming,Paid Social,Desktop,27,Month-to-month,Plus,5,False
CX01029,35,Gaming,Referral,Mobile,30,Two year,Basic,3,False
CX01030,35,Streaming,Organic Search,Mobile,20,Annual,Premium,4,False
CX01031,43,Gaming,Paid Social,Mobile,1,Month-to-month,Basic,1,False
CX01032,18,Streaming,Organic Search,Mobile,42,Annual,Standard,4,False
CX01033,24,Fintech,Paid Social,Mobile,14,Month-to-month,Standard,3,False
CX01034,32,Fintech,Organic Search,Desktop,59,Annual,Plus,5,False
CX01035,52,Productivity,App Store,Desktop,29,Annual,Basic,2,False
CX01036,41,Productivity,Organic Search,Tablet,20,Annual,Premium,5,False
CX01037,43,Cloud Storage,Referral,Desktop,2,Month-to-month,Basic,2,True
CX01038,20,Gaming,Paid Social,Mobile,29,Month-to-month,Basic,1,False
CX01039,43,Fintech,Influencer,Tablet,11,Annual,Standard,4,False
CX01040,40,Streaming,Referral,Mobile,16,Month-to-month,Standard,3,True
CX01041,56,Productivity,Referral,Desktop,35,Two year,Basic,4,False
CX01042,24,Productivity,Paid Social,Tablet,11,Annual,Basic,2,False
CX01043,39,Fintech,Organic Search,Mobile,43,Annual,Plus,7,False
CX01044,22,Fitness,Organic Search,Mobile,30,Annual,Standard,3,False
CX01045,38,Cloud Storage,Organic Search,Mobile,36,Two year,Basic,2,False
CX01046,33,Fintech,Email Campaign,Mobile,11,Month-to-month,Standard,2,False
CX01047,51,News & Media,Organic Search,Mobile,35,Annual,Basic,1,False
CX01048,26,Streaming,Paid Social,Mobile,6,Month-to-month,Standard,3,False
CX01049,36,Gaming,Paid Social,Mobile,16,Two year,Premium,4,False
CX01050,41,Productivity,Paid Social,Mobile,23,Two year,Standard,4,False
CX01051,26,Streaming,Organic Search,Mobile,12,Month-to-month,Basic,3,False
CX01052,22,Productivity,Organic Search,Smart TV,20,Month-to-month,Basic,1,False
CX01053,40,Gaming,App Store,Mobile,24,Two year,Basic,3,False
CX01054,21,Fintech,Influencer,Desktop,31,Annual,Plus,5,False
CX01055,18,Fitness,Organic Search,Mobile,16,Month-to-month,Standard,4,False
CX01056,44,Fitness,Paid Social,Mobile,10,Month-to-month,Plus,4,False
CX01057,39,Fintech,Organic Search,Desktop,33,Annual,Standard,3,False
CX01058,29,Cloud Storage,Organic Search,Mobile,13,Annual,Basic,3,False
CX01059,28,Fitness,Referral,Mobile,6,Month-to-month,Plus,3,False
CX01060,38,Cloud Storage,App Store,Mobile,10,Month-to-month,Standard,4,True
CX01061,18,Fitness,Influencer,Desktop,16,Annual,Basic,2,False
CX01062,30,Fintech,Paid Social,Mobile,17,Annual,Basic,3,False
CX01063,42,Streaming,Organic Search,Mobile,25,Annual,Basic,3,False
CX01064,36,Productivity,Paid Social,Mobile,30,Annual,Standard,2,True
CX01065,47,Streaming,Email Campaign,Mobile,12,Annual,Standard,3,True
CX01066,32,Streaming,Organic Search,Mobile,6,Annual,Plus,3,False
CX01067,31,Streaming,Referral,Mobile,11,Month-to-month,Premium,7,False
CX01068,38,Fintech,App Store,Mobile,10,Month-to-month,Basic,3,False
CX01069,30,Streaming,Influencer,Mobile,13,Month-to-month,Plus,7,False
CX01070,23,Fitness,App Store,Desktop,37,Annual,Standard,7,False
CX01071,57,Fintech,Referral,Tablet,15,Month-to-month,Plus,5,False
CX01072,56,Streaming,Paid Social,Mobile,19,Annual,Standard,4,False
CX01073,51,Cloud Storage,App Store,Mobile,3,Month-to-month,Standard,5,True
CX01074,55,Fintech,Paid Social,Smart TV,31,Annual,Standard,5,True
CX01075,21,Productivity,Paid Social,Mobile,5,Month-to-month,Standard,2,False
CX01076,29,Fintech,App Store,Desktop,11,Month-to-month,Plus,8,False
CX01077,32,Gaming,Organic Search,Mobile,12,Month-to-month,Standard,4,False
CX01078,28,Productivity,App Store,Mobile,33,Month-to-month,Plus,4,True
CX01079,28,Fitness,Paid Social,Desktop,6,Month-to-month,Plus,2,True
CX01080,50,Streaming,Organic Search,Smart TV,10,Month-to-month,Premium,5,False
CX01081,44,Fintech,Referral,Mobile,28,Two year,Plus,5,True
CX01082,42,Gaming,Influencer,Desktop,16,Month-to-month,Plus,2,True
CX01083,31,Fitness,Organic Search,Mobile,25,Month-to-month,Basic,3,False
CX01084,18,Fitness,Influencer,Mobile,10,Month-to-month,Basic,2,True
CX01085,18,Fitness,Paid Social,Desktop,13,Month-to-month,Standard,4,False
CX01086,40,Productivity,App Store,Smart TV,84,Annual,Basic,2,False
CX01087,33,Productivity,Organic Search,Mobile,13,Month-to-month,Plus,7,True
CX01088,20,Cloud Storage,Influencer,Mobile,12,Month-to-month,Plus,8,False
CX01089,49,Streaming,Organic Search,Mobile,18,Month-to-month,Standard,3,True
CX01090,44,Gaming,Paid Social,Desktop,12,Annual,Basic,2,False
CX01091,28,Fintech,Referral,Mobile,16,Two year,Plus,3,True
CX01092,48,Streaming,Paid Social,Desktop,8,Month-to-month,Plus,7,True
CX01093,37,Fintech,Paid Social,Mobile,7,Month-to-month,Basic,1,True
CX01094,22,Cloud Storage,Paid Social,Smart TV,8,Month-to-month,Basic,3,False
CX01095,42,News & Media,App Store,Mobile,8,Month-to-month,Basic,1,False
CX01096,34,Fintech,Organic Search,Tablet,7,Month-to-month,Standard,2,False
CX01097,46,Fitness,App Store,Desktop,25,Annual,Premium,4,False
CX01098,45,Fitness,Paid Social,Tablet,2,Month-to-month,Premium,5,False
CX01099,42,Gaming,App Store,Tablet,33,Annual,Plus,3,True
CX01100,29,Fintech,Organic Search,Desktop,7,Month-to-month,Standard,4,True
CX01101,24,Streaming,Paid Social,Tablet,4,Month-to-month,Basic,3,False
CX01102,18,Streaming,Referral,Mobile,15,Annual,Standard,2,False
CX01103,48,Cloud Storage,Organic Search,Mobile,16,Month-to-month,Premium,4,False
CX01104,18,Streaming,Paid Social,Tablet,32,Two year,Standard,2,False
CX01105,53,Productivity,Organic Search,Mobile,18,Annual,Plus,4,False
CX01106,29,Gaming,Email Campaign,Mobile,16,Annual,Plus,4,False
CX01107,40,Fintech,App Store,Mobile,12,Month-to-month,Basic,2,False
CX01108,34,Productivity,Organic Search,Desktop,37,Month-to-month,Basic,3,False
CX01109,45,Streaming,App Store,Desktop,13,Annual,Plus,3,False
CX01110,18,Cloud Storage,Paid Social,Mobile,24,Month-to-month,Basic,3,False
CX01111,47,Fitness,App Store,Mobile,23,Two year,Standard,3,False
CX01112,34,Cloud Storage,Paid Social,Mobile,14,Two year,Basic,2,False
CX01113,36,Fintech,Paid Social,Mobile,16,Month-to-month,Plus,1,False
CX01114,30,Cloud Storage,App Store,Mobile,38,Annual,Basic,3,True
CX01115,27,Streaming,Organic Search,Mobile,6,Annual,Standard,6,False
CX01116,64,Fitness,Paid Social,Mobile,6,Month-to-month,Plus,3,False
CX01117,43,Gaming,Paid Social,Mobile,24,Month-to-month,Premium,5,False
CX01118,29,News & Media,Organic Search,Tablet,22,Month-to-month,Basic,3,False
CX01119,37,News & Media,Organic Search,Smart TV,9,Month-to-month,Standard,2,False
CX01120,55,Streaming,Influencer,Mobile,15,Annual,Plus,1,False
CX01121,28,Cloud Storage,App Store,Mobile,36,Annual,Standard,2,False
CX01122,51,News & Media,App Store,Desktop,23,Month-to-month,Basic,1,True
CX01123,44,Streaming,Influencer,Mobile,36,Two year,Basic,5,False
CX01124,56,Streaming,App Store,Mobile,3,Month-to-month,Standard,5,False
CX01125,48,Streaming,Paid Social,Mobile,16,Month-to-month,Premium,6,False
CX01126,26,Fintech,Organic Search,Smart TV,11,Month-to-month,Basic,2,False
CX01127,28,Fintech,App Store,Desktop,5,Month-to-month,Plus,4,False
CX01128,24,News & Media,App Store,Mobile,33,Two year,Basic,4,False
CX01129,21,Productivity,Organic Search,Mobile,36,Annual,Plus,4,True
CX01130,45,Streaming,Organic Search,Mobile,10,Month-to-month,Plus,4,False
CX01131,30,Cloud Storage,App Store,Desktop,36,Annual,Standard,3,False
CX01132,53,Fitness,Paid Social,Mobile,17,Two year,Standard,2,False
CX01133,31,Fitness,Influencer,Mobile,30,Annual,Standard,2,False
CX01134,26,Productivity,Organic Search,Mobile,54,Annual,Standard,3,False
CX01135,43,Fitness,Paid Social,Smart TV,42,Two year,Basic,1,False
CX01136,20,Streaming,Organic Search,Mobile,6,Month-to-month,Basic,3,False
CX01137,52,Gaming,Paid Social,Tablet,20,Annual,Plus,6,True
CX01138,36,Gaming,Organic Search,Desktop,43,Annual,Basic,1,True
CX01139,26,News & Media,Organic Search,Mobile,19,Month-to-month,Plus,8,False
CX01140,21,Streaming,Organic Search,Mobile,23,Month-to-month,Standard,5,True
CX01141,24,Gaming,Organic Search,Desktop,21,Month-to-month,Premium,5,True
CX01142,32,Fintech,App Store,Mobile,40,Two year,Plus,5,True
CX01143,28,Productivity,Paid Social,Mobile,33,Two year,Premium,5,False
CX01144,18,Streaming,Paid Social,Mobile,20,Month-to-month,Standard,4,False
CX01145,56,Fintech,App Store,Desktop,31,Annual,Plus,7,True
CX01146,33,News & Media,Influencer,Mobile,18,Annual,Premium,8,True
CX01147,45,Streaming,Organic Search,Mobile,31,Month-to-month,Standard,3,False
CX01148,29,Productivity,Email Campaign,Mobile,10,Month-to-month,Basic,1,False
CX01149,62,Fintech,Organic Search,Smart TV,14,Month-to-month,Plus,4,False
CX01150,43,Fintech,Organic Search,Mobile,17,Annual,Plus,8,False
CX01151,24,Cloud Storage,Paid Social,Mobile,9,Month-to-month,Standard,2,False
CX01152,45,Streaming,Organic Search,Tablet,33,Annual,Plus,2,True
CX01153,40,Productivity,Organic Search,Smart TV,18,Annual,Standard,4,False
CX01154,31,Streaming,Organic Search,Mobile,40,Two year,Standard,1,False
CX01155,27,Streaming,Influencer,Mobile,28,Annual,Premium,3,False
CX01156,22,Cloud Storage,Paid Social,Desktop,14,Month-to-month,Standard,1,False
CX01157,43,Productivity,App Store,Mobile,4,Month-to-month,Basic,3,True
CX01158,18,Fintech,Paid Social,Desktop,66,Annual,Basic,1,False
CX01159,41,Fintech,Paid Social,Smart TV,28,Month-to-month,Standard,2,True
CX01160,18,Productivity,Paid Social,Mobile,8,Month-to-month,Standard,3,False
CX01161,18,Productivity,Email Campaign,Desktop,13,Month-to-month,Standard,2,False
CX01162,30,Streaming,Paid Social,Mobile,7,Month-to-month,Standard,4,False
CX01163,31,Fitness,Paid Social,Mobile,17,Month-to-month,Premium,6,False
CX01164,30,Fitness,Paid Social,Desktop,6,Month-to-month,Standard,5,True
CX01165,37,News & Media,Referral,Desktop,24,Month-to-month,Standard,2,True
CX01166,19,Fintech,App Store,Mobile,42,Two year,Basic,1,False
CX01167,29,Fitness,App Store,Mobile,3,Month-to-month,Premium,8,False
CX01168,54,Cloud Storage,Referral,Mobile,42,Two year,Basic,2,False
CX01169,49,Gaming,App Store,Mobile,8,Month-to-month,Premium,8,False
CX01170,41,Gaming,App Store,Smart TV,28,Annual,Plus,4,False
CX01171,50,Fintech,Email Campaign,Tablet,7,Month-to-month,Plus,3,False
CX01172,39,Cloud Storage,Referral,Mobile,5,Annual,Standard,5,False
CX01173,18,Streaming,Referral,Desktop,35,Annual,Premium,3,False
CX01174,19,Fitness,Paid Social,Mobile,7,Month-to-month,Plus,6,False
CX01175,36,News & Media,Organic Search,Mobile,35,Annual,Premium,1,True
CX01176,44,Fintech,Organic Search,Mobile,5,Month-to-month,Standard,3,False
CX01177,26,Fitness,Organic Search,Mobile,24,Annual,Plus,2,False
CX01178,36,News & Media,Referral,Mobile,18,Month-to-month,Standard,5,False
CX01179,36,News & Media,Organic Search,Mobile,20,Month-to-month,Premium,4,True
CX01180,37,Productivity,Referral,Mobile,1,Month-to-month,Standard,2,False
CX01181,38,Fitness,Referral,Desktop,32,Month-to-month,Standard,4,False
CX01182,52,Streaming,Email Campaign,Mobile,37,Annual,Standard,3,False
CX01183,51,News & Media,Organic Search,Mobile,11,Month-to-month,Basic,3,False
CX01184,28,Streaming,Paid Social,Mobile,2,Month-to-month,Basic,2,False
CX01185,25,News & Media,Organic Search,Tablet,14,Annual,Basic,4,False
CX01186,32,Streaming,Paid Social,Mobile,23,Month-to-month,Plus,6,False
CX01187,23,Productivity,App Store,Mobile,18,Two year,Plus,4,False
CX01188,18,Cloud Storage,Email Campaign,Mobile,52,Annual,Standard,5,False
CX01189,52,Streaming,Paid Social,Desktop,6,Annual,Standard,3,True
CX01190,52,News & Media,Paid Social,Desktop,5,Month-to-month,Standard,4,False
CX01191,42,Streaming,Paid Social,Tablet,8,Month-to-month,Standard,7,False
CX01192,33,Streaming,Organic Search,Desktop,13,Month-to-month,Basic,4,False
CX01193,59,Cloud Storage,Organic Search,Mobile,54,Annual,Plus,2,False
CX01194,39,Fintech,Organic Search,Mobile,17,Month-to-month,Basic,4,False
CX01195,18,Streaming,Organic Search,Mobile,29,Month-to-month,Standard,2,False
CX01196,31,Fitness,Organic Search,Mobile,26,Annual,Basic,1,False
CX01197,45,Fitness,App Store,Desktop,32,Month-to-month,Standard,5,True
CX01198,18,Streaming,Organic Search,Desktop,23,Month-to-month,Standard,2,False
CX01199,47,Fintech,Organic Search,Mobile,11,Month-to-month,Plus,5,False
CX01200,19,Fitness,App Store,Tablet,18,Month-to-month,Basic,2,True
CX01201,41,Cloud Storage,Influencer,Smart TV,6,Month-to-month,Basic,2,False
CX01202,33,Productivity,Organic Search,Mobile,2,Month-to-month,Plus,3,False
CX01203,33,Streaming,Email Campaign,Tablet,27,Two year,Basic,1,False
CX01204,41,Gaming,App Store,Mobile,31,Annual,Plus,4,False
CX01205,42,Gaming,Referral,Mobile,42,Month-to-month,Plus,8,False
CX01206,40,Fitness,Referral,Desktop,12,Annual,Basic,1,False
CX01207,31,Fintech,App Store,Desktop,14,Month-to-month,Plus,1,True
CX01208,23,Streaming,App Store,Mobile,24,Annual,Premium,4,True
CX01209,41,Streaming,Paid Social,Mobile,15,Month-to-month,Basic,1,False
CX01210,31,News & Media,Organic Search,Tablet,41,Annual,Plus,5,False
CX01211,24,Fintech,Organic Search,Smart TV,37,Two year,Basic,3,False
CX01212,52,Streaming,Influencer,Smart TV,43,Two year,Standard,1,False
CX01213,38,Fitness,Email Campaign,Mobile,45,Annual,Plus,5,False
CX01214,39,Streaming,Email Campaign,Mobile,4,Month-to-month,Premium,4,True
CX01215,35,Fintech,Referral,Smart TV,12,Month-to-month,Standard,4,False
CX01216,30,Productivity,Referral,Mobile,7,Month-to-month,Premium,3,True
CX01217,23,Streaming,Referral,Mobile,11,Month-to-month,Plus,5,False
CX01218,38,Gaming,Paid Social,Desktop,6,Month-to-month,Basic,2,False
CX01219,47,Fitness,Referral,Mobile,39,Two year,Premium,2,False
CX01220,37,Gaming,Referral,Mobile,52,Month-to-month,Premium,6,False
